Barcode number,Company,Brand,Manufacturer,Rating,Category,Criticism,Praise,Category names
,,Sour Patch,,F,130,"Palm oil sourcing, Delaying action on plastic pollution, F grade in Keep Forests Standing report, Plastic pollution, Tier 6 in farm animal welfare rankings, Palm oil from illegal sources, Deforestation in Africa, Supply chain practices in China, 34.5% in Forest 500 Rankings, Palm oil sourcing, Palm oil rating - WAZA, Chocolate scorecard, 23/100 in KnowTheChain Benchmark, 7/27 in pesticides scorecard, Exploitative purchasing practices, Tax avoidance, Fined for wheat price manipulation, CEO Pay Ratio of 502:1, Fined for anti-competitive behaviour","4/5 for packaging performance, CDP Climate Change score of A-, CDP Forests score of B-, 100% on Corporate Equality Index, Access to Nutrition rating, 13.5/20 in Social Benchmark, 70.1/100 in Newsweek rankings, 74/100 S&P Global ESG Score, 42.4% in Food and Agriculture Benchmark, 30.7% in Nature Benchmark",Sweets & Lollies
,,Superior Liquorice Co,,D,130,Palm oil rating - WAZA,none,Sweets & Lollies
,,Dominion,,D,130,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Sweets & Lollies
,,Gobstopper,,F,130,"Irresponsible marketing, Nanoparticles in baby formula, Boycott call for infant formula, Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Slave labour in Brazil, Control of water in North America, Palm oil from illegal sources, Deforestation in Africa, D grade in Keep Forests Standing report, ""Net zero"" greenwash, Palm oil sourcing, Promotion of bottled water, 7/27 in pesticides scorecard, Illegal baby food trials in India, Exploitative purchasing practices, 21.2% in BMS Marketing Index, Tier 5 in farm animal welfare rankings, Nanoparticles in baby formula, 39/100 S&P Global ESG Score","100% UTZ Certified cocoa, 4/5 for packaging performance, Modern Slavery disclosure quality, CDP Climate Change score of A-, Climate policy engagement, Access to Nutrition rating, 15/20 in Social Benchmark, 65.6% in Food and Agriculture Benchmark, 54.1% in Nature Benchmark, CDP Forests score of B, 66.5% in Forest 500 Rankings, Palm oil rating - WAZA, CDP Water Security score of B, 34.3% in Human Rights Benchmark, 40.4% in Gender Benchmark",Sweets & Lollies
,,Cadbury,,F,130,"Palm oil sourcing, Delaying action on plastic pollution, F grade in Keep Forests Standing report, Plastic pollution, Tier 6 in farm animal welfare rankings, Palm oil from illegal sources, Deforestation in Africa, Supply chain practices in China, 34.5% in Forest 500 Rankings, Palm oil sourcing, Palm oil rating - WAZA, Chocolate scorecard, 23/100 in KnowTheChain Benchmark, 7/27 in pesticides scorecard, Exploitative purchasing practices, Tax avoidance, Fined for wheat price manipulation, CEO Pay Ratio of 502:1, Fined for anti-competitive behaviour","4/5 for packaging performance, CDP Climate Change score of A-, CDP Forests score of B-, 100% on Corporate Equality Index, Access to Nutrition rating, 13.5/20 in Social Benchmark, 70.1/100 in Newsweek rankings, 74/100 S&P Global ESG Score, 42.4% in Food and Agriculture Benchmark, 30.7% in Nature Benchmark",Sweets & Lollies
,,So Soft,,C,130,Palm oil rating - WAZA,4/5 for packaging performance,Sweets & Lollies
,,Azalea,,F,131,"Misleading advertising, 0.5/20 in Social Benchmark, Involvement in gambling, 16.2% in Financial System Benchmark",none,Cooking Oil
,,Colossus,,?,131,none,none,Cooking Oil
,,Crisco,,C,131,"Palm oil rating - WAZA, Deforestation & human rights, Palm oil sourcing, Human rights abuse, Labour abuses in Malaysia, 38.4% in Forest 500 Rankings, Supply chain practices in China, 34/100 in KnowTheChain Benchmark","3/5 for packaging performance, Palm oil rating - WAZA, 14.5/20 in Social Benchmark, 41.6% in Nature Benchmark, CDP Climate Change score of B, CDP Forests score of B, 43.5% in Human Rights Benchmark, CDP Water Security score of B, 75/100 S&P Global ESG Score, 42.1% in Food and Agriculture Benchmark",Cooking Oil
,,ETA,,C,131,"Palm oil rating - WAZA, Deforestation & human rights, Palm oil sourcing, Human rights abuse, Labour abuses in Malaysia, 38.4% in Forest 500 Rankings, Supply chain practices in China, 34/100 in KnowTheChain Benchmark","3/5 for packaging performance, Palm oil rating - WAZA, 14.5/20 in Social Benchmark, 41.6% in Nature Benchmark, CDP Climate Change score of B, CDP Forests score of B, 43.5% in Human Rights Benchmark, CDP Water Security score of B, 75/100 S&P Global ESG Score, 42.1% in Food and Agriculture Benchmark",Cooking Oil
,,Gold'nCanola,,C,131,"Palm oil rating - WAZA, Deforestation & human rights, Palm oil sourcing, Human rights abuse, Labour abuses in Malaysia, 38.4% in Forest 500 Rankings, Supply chain practices in China, 34/100 in KnowTheChain Benchmark","3/5 for packaging performance, Palm oil rating - WAZA, 14.5/20 in Social Benchmark, 41.6% in Nature Benchmark, CDP Climate Change score of B, CDP Forests score of B, 43.5% in Human Rights Benchmark, CDP Water Security score of B, 75/100 S&P Global ESG Score, 42.1% in Food and Agriculture Benchmark",Cooking Oil
,,Golden Fields,,B,131,none,4/5 for packaging performance,Cooking Oil
,,ProChef,,D,131,"Palm oil rating - WAZA, 26/100 S&P Global ESG Score",4/5 for packaging performance,Cooking Oil
,,Alfa One,,D,131,Palm oil rating - WAZA,none,Cooking Oil
,,Grove,,?,131,none,none,Cooking Oil
,,Suncoast Gold,,?,131,none,none,Cooking Oil
,,Chang's,,?,131,none,none,Cooking Oil
,,Plenty,,?,131,none,none,Cooking Oil
,,Pure Vita,,D,131,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Cooking Oil
,,Raw C,,?,131,none,none,Cooking Oil
,,Hegs,,?,132,none,none,Pegs
,,Reva,,C,132,"Owned by two companies, one of which has criticisms, Involvement in gambling",3/5 for packaging performance,Pegs
,,Aura,,C,132,"Owned by two companies, one of which has criticisms, Involvement in gambling",3/5 for packaging performance,Pegs
,,Sabco,,?,132,none,none,Pegs
,,Bulla,,C,133,Palm oil rating - WAZA,4/5 for packaging performance,Cream
,,Dairy Whip,,D,133,Palm oil rating - WAZA,none,Cream
,,Pauls,,F,133,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Cream
,,Pura,,C,133,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Cream
,,Dairy Farmers,,C,133,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Cream
,,Liddells,,F,133,"2/100 in KnowTheChain Benchmark, 3/20 in Social Benchmark, Unsustainable palm oil use, 8% in methane scorecard, Tier 5 in farm animal welfare rankings, 27/100 S&P Global ESG Score, 19.5% in Food and Agriculture Benchmark, 15.1% in Nature Benchmark","4/5 for packaging performance, Palm oil rating - WAZA, CDP Climate Change score of B-",Cream
,,Philadelphia,,F,133,"Palm oil sourcing, Delaying action on plastic pollution, F grade in Keep Forests Standing report, Plastic pollution, Tier 6 in farm animal welfare rankings, Palm oil from illegal sources, Deforestation in Africa, Supply chain practices in China, 34.5% in Forest 500 Rankings, Palm oil sourcing, Palm oil rating - WAZA, Chocolate scorecard, 23/100 in KnowTheChain Benchmark, 7/27 in pesticides scorecard, Exploitative purchasing practices, Tax avoidance, Fined for wheat price manipulation, CEO Pay Ratio of 502:1, Fined for anti-competitive behaviour","4/5 for packaging performance, CDP Climate Change score of A-, CDP Forests score of B-, 100% on Corporate Equality Index, Access to Nutrition rating, 13.5/20 in Social Benchmark, 70.1/100 in Newsweek rankings, 74/100 S&P Global ESG Score, 42.4% in Food and Agriculture Benchmark, 30.7% in Nature Benchmark",Cream
,,Dream Whip,,C,133,Palm oil rating - WAZA,4/5 for packaging performance,Cream
,,Zymil,,F,133,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Cream
,,a2,,F,133,"18/100 S&P Global ESG Score, CDP Climate Change score of D, Modern Slavery disclosure quality, 16.5% in BMS Marketing Index",4/5 for packaging performance,Cream
,,Farmdale,,D,133,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Cream
,,Meander Valley,,C,133,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Cream
,,De-Gas,,C,134,"Fined for misleading customers, Part owned by Pfizer, which has criticisms","3/5 for packaging performance, Palm oil scorecard - WWF, CDP Climate Change score of B, CDP Forests score of B-, CDP Water Security score of B, 67/100 S&P Global ESG Score, 67/100 in TIME rankings",Digestive Care
,,Eno,,C,134,"Fined for misleading customers, Part owned by Pfizer, which has criticisms","3/5 for packaging performance, Palm oil scorecard - WWF, CDP Climate Change score of B, CDP Forests score of B-, CDP Water Security score of B, 67/100 S&P Global ESG Score, 67/100 in TIME rankings",Digestive Care
,,Gaviscon,,D,134,"Palm oil sourcing, 5.8% in BMS Marketing Index, Animal Testing, Supply chain practices in China, Palm oil sourcing, Palm oil rating - WAZA, Misleading advertising","3/5 for packaging performance, CDP Climate Change score of A-, 86/100 S&P Global ESG Score, 13.5/20 in Social Benchmark, 34.2% in Nature Benchmark",Digestive Care
,,Mylanta,,F,134,"Animal Testing, Palm oil rating - WAZA, Fined over talc dangers, 25/100 S&P Global ESG Score",3/5 for packaging performance,Digestive Care
,,Rennie,,C,134,"Roundup settlements, Producing unsafe birth control pills, Bee-harming pesticides, Animal Testing, Supply chain practices in China, Palm oil rating - WAZA, $17m drug safety violation settlement, $52m environmental violations settlement, Fined for weedkiller damage, Fined $10m for using a banned pesticide","4/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 44.9% in Nature Benchmark, 56.1% in Food and Agriculture Benchmark, CDP Forests score of B, Access to Seeds Index, Access to Medicine ranking, 13/20 in Social Benchmark",Digestive Care
,,Tums,,C,134,"Epipen Lawsuits, Pollution in India, Excessive CEO pay, 30/100 S&P Global ESG Score, CEO Pay Ratio of 398:1","3/5 for packaging performance, CDP Climate Change score of B, 67% in AMR Benchmark, CDP Water Security score of B-, 76.7/100 in Newsweek rankings, 61/100 in TIME rankings",Digestive Care
,,Alka Seltzer,,C,134,"Roundup settlements, Producing unsafe birth control pills, Bee-harming pesticides, Animal Testing, Supply chain practices in China, Palm oil rating - WAZA, $17m drug safety violation settlement, $52m environmental violations settlement, Fined for weedkiller damage, Fined $10m for using a banned pesticide","4/5 for packaging performance, CDP Climate Change score of A-, CDP Water Security score of A-, 44.9% in Nature Benchmark, 56.1% in Food and Agriculture Benchmark, CDP Forests score of B, Access to Seeds Index, Access to Medicine ranking, 13/20 in Social Benchmark",Digestive Care
,,Quick-Eze,,F,134,"Irresponsible marketing, Nanoparticles in baby formula, Boycott call for infant formula, Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Slave labour in Brazil, Control of water in North America, Palm oil from illegal sources, Deforestation in Africa, D grade in Keep Forests Standing report, ""Net zero"" greenwash, Palm oil sourcing, Promotion of bottled water, 7/27 in pesticides scorecard, Illegal baby food trials in India, Exploitative purchasing practices, 21.2% in BMS Marketing Index, Tier 5 in farm animal welfare rankings, Nanoparticles in baby formula, 39/100 S&P Global ESG Score","100% UTZ Certified cocoa, 4/5 for packaging performance, Modern Slavery disclosure quality, CDP Climate Change score of A-, Climate policy engagement, Access to Nutrition rating, 15/20 in Social Benchmark, 65.6% in Food and Agriculture Benchmark, 54.1% in Nature Benchmark, CDP Forests score of B, 66.5% in Forest 500 Rankings, Palm oil rating - WAZA, CDP Water Security score of B, 34.3% in Human Rights Benchmark, 40.4% in Gender Benchmark",Digestive Care
,,GastroHealth,,D,134,Nanoparticles in baby formula,none,Digestive Care
,,Salvital,,F,134,"Palm oil rating - WAZA, Involvement with Burma, 0/20 in Social Benchmark, 2% in Financial System Benchmark, Collusion lawsuit",3/5 for packaging performance,Digestive Care
,,Mintec,,B,134,none,3/5 for packaging performance,Digestive Care
,,Gastrolyte,,C,134,"Palm oil rating - WAZA, 3.9% in conflict minerals rankings, Supply chain practices in China, Fined $458m over Plavix resistance risks, Fined US$25m for corruption, Fined US$12m for paying kickbacks, Fined for fraud in USA, Fined US$20m for drug overcharging","CDP Climate Change score of A-, CDP Water Security score of A-, 81/100 in TIME rankings, 100% on Corporate Equality Index, Access to Medicine ranking, 13/20 in Social Benchmark, 70/100 S&P Global ESG Score, 36.7% in Nature Benchmark, Global 100",Digestive Care
,,Imodium,,F,134,"Animal Testing, Palm oil rating - WAZA, Fined over talc dangers, 25/100 S&P Global ESG Score",3/5 for packaging performance,Digestive Care
,,Gastro-Stop,,C,134,"Epipen Lawsuits, Pollution in India, Excessive CEO pay, 30/100 S&P Global ESG Score, CEO Pay Ratio of 398:1","3/5 for packaging performance, CDP Climate Change score of B, 67% in AMR Benchmark, CDP Water Security score of B-, 76.7/100 in Newsweek rankings, 61/100 in TIME rankings",Digestive Care
,,Inner Health,,B,134,none,"Certified B Corporation, 3/5 for packaging performance, Certified B Corporation",Digestive Care
,,Defiance,,C,135,"Palm oil rating - WAZA, Deforestation & human rights, Palm oil sourcing, Human rights abuse, Labour abuses in Malaysia, 38.4% in Forest 500 Rankings, Supply chain practices in China, 34/100 in KnowTheChain Benchmark","3/5 for packaging performance, Palm oil rating - WAZA, 14.5/20 in Social Benchmark, 41.6% in Nature Benchmark, CDP Climate Change score of B, CDP Forests score of B, 43.5% in Human Rights Benchmark, CDP Water Security score of B, 75/100 S&P Global ESG Score, 42.1% in Food and Agriculture Benchmark",Flour & Bread Mix
